监事会,1,1,1,1
随机指数,2,2,2,2
可回售债券,0,0,0,0
条约,0,0,0,0
均衡,1,6,2,12
歧视,1,1,3,3
成长型股票基金,0,0,0,0
子公司,1,1,2,2
质押式回购,0,0,0,0
地租,2,2,2,2
套期保值者,1,1,1,1
系列基金,1,1,1,1
流动资本,0,0,0,0
英国政治制度,0,0,0,0
交割仓库,1,1,3,3
保险营销员,1,1,1,1
最小方差法,1,1,1,1
失业率,0,0,0,0
集合投资计划治理白皮书,0,0,0,1
做市商,1,2,3,4
信托制私募股权投资基金,0,0,0,0
种族,1,1,2,2
开户,1,2,1,2
心理风险因素,1,1,1,1
基金销售,1,5,1,6
手工劳动,1,1,1,1
保险客户服务,1,1,1,1
欧奈尔,0,0,0,0
准保户开拓,1,1,1,1
QFII,1,1,1,1
国防军备,0,0,0,0
短期资本流动,1,1,1,1
证券投资,1,7,3,9
上市开放式基金,1,1,1,1
基金利润,2,2,2,2
外汇远期交易,1,1,1,1
纳什均衡,1,1,1,1
另类投资基金,0,0,0,1
信用违约互换,1,1,1,1
实物,0,2,0,2
权益类证券投资,1,1,1,1
大额可转让定期存单,0,1,0,1
贵金属产品,1,1,1,1
信托,1,4,1,5
股票增发,0,0,0,0
金融远期市场,1,1,1,1
存单,0,0,0,1
公募另类投资基金,0,0,0,0
股指期货市场,1,1,1,1
资产管理合同,0,0,0,0
约翰•邓普顿,1,1,1,1
长期移动平均线,2,2,2,2
投资组合保险策略,1,1,1,1
投资连结保险,1,1,1,1
证券自营业务,0,0,0,0
税务,0,1,0,1
科学,1,1,1,4
公积金,0,0,0,1
外汇期权,1,2,1,2
转融通互保基金,1,1,1,1
圈内人士,1,1,1,1
欧洲政府,0,0,0,0
债券价格指数,1,1,2,2
信息,0,7,6,25
我国境内期货市场,1,1,1,1
商品出卖价格,0,0,0,0
职业责任保险,1,1,1,1
期货投机者,1,1,1,1
封闭式产品,1,1,1,1
麦考利久期,0,0,0,0
风险投资机构,1,1,1,1
企业价值评估,1,1,1,1
资产配置目标,1,1,1,1
经济,1,25,6,48
公民,1,1,1,1
流动性比率,1,1,1,1
分红保险,1,1,1,1
天使投资人,1,1,1,1
上市公司,1,1,2,2
零息债券,0,0,0,0
投资,4,37,34,150
定额税,1,1,1,1
自然风险,1,1,1,1
违反忠实义务,1,1,1,1
XBRL,2,2,2,2
国际债券,1,1,1,1
借贷,0,0,0,0
教育投资规划,1,1,1,1
上海期货交易所,0,0,0,0
供给曲线,1,1,1,3
劳动货币价格,0,0,0,0
劳动,2,8,3,13
现货,0,1,1,4
公募基金,1,1,1,1
银行间债券市场,1,1,1,1
分配股票股利,0,0,0,0
但丁,1,1,1,1
股票质押回购,0,0,0,0
派现,1,1,1,1
生产函数,1,1,1,1
期货套期保值,1,1,2,2
交换价值,0,0,0,0
现金留存,1,1,1,1
UCITS,0,3,0,3
财务型风险管理技术,1,1,1,1
公募,0,2,0,2
确定股权份额方法,1,1,1,1
境外证券投资,1,1,1,1
企业,2,12,14,33
劳动价值,0,0,0,0
财务报表,1,2,1,2
多元做市商,1,1,1,1
质押式报价回购,0,0,0,0
菲利普•费雪,1,1,1,1
美洲的发现与拓殖,0,0,0,0
承购包销方式,1,1,1,1
资产价格泡沫,0,0,0,0
银矿出产物,0,0,0,0
公司设立,1,1,1,1
经济周期变化,0,0,0,0
欲望,2,2,2,2
市销率模型,0,0,0,0
被动型基金,1,1,1,1
股票组合,1,1,1,1
头寸,0,0,2,4
价格配置资源,1,1,1,1
国际资金,2,2,2,2
人民,0,2,0,3
特定营业税,0,0,0,0
杰西·利弗莫尔,0,0,0,0
母基金份额,0,0,0,0
华尔街,0,0,0,0
私人企业,2,2,2,2
托管,0,2,3,11
供给价格弹性,1,1,1,1
通义语言学,0,0,0,0
收入,2,8,6,15
基金收益率,0,0,0,1
消费,0,10,0,12
原材料增值,0,0,0,0
收入型基金,1,1,1,1
最高普通利润率,0,0,0,0
证券代销,2,2,2,2
平衡性股票基金,0,0,0,0
退税制,0,0,0,0
基金年度报告,1,1,1,1
业绩比较基准,0,0,0,0
另类理财产品,1,1,1,1
保函,0,0,0,0
纽伯格,0,0,0,0
扩张性货币政策,0,0,0,0
收益型股票,0,0,0,0
集资诈骗罪,0,0,0,0
恒定混合策略,1,1,1,1
政府预支筹款,0,0,0,0
出口信用保险,1,1,1,1
安德烈•科斯托拉尼,1,1,1,1
资产负债表,1,1,1,1
保险代理从业人员,1,1,1,1
现金流量表,1,1,1,1
量价,0,1,0,2
重大疾病保险,1,1,1,1
普通债券型基金,1,1,1,1
产品质量保证保险,1,2,1,2
有偿税,2,2,2,2
有限合伙制,1,2,1,2
暂保单,1,1,1,1
国际金融市场,1,1,1,1
专用资金账户,1,1,1,1
母公司,1,1,1,1
证券公司,1,11,1,11
经济学家,2,4,2,6
孤儿保单,1,1,1,1
替代效应,1,1,1,1
熊市,1,4,1,6
流动资产,0,0,0,0
产品责任保险,1,1,2,2
非证券金融市场,2,2,2,2
债券投资组合,0,0,0,0
趋势增长型股票,0,0,0,0
投资基金,3,3,8,13
企业价值倍数,0,0,0,0
对冲,0,3,2,6
卖空交易,1,1,1,1
古语,0,0,0,0
资本加权平均成本（WACC）法计算,1,1,1,1
金融衍生产品,0,0,1,1
客户信息收集,0,2,0,2
基金监管,0,0,0,0
J型曲线,0,0,0,0
特定做市商,1,1,1,1
市盈率模型,0,0,0,0
基金份额登记机构,0,0,0,0
借款,0,0,0,0
逆势型股票,0,0,0,0
黄金ETF,0,0,0,0
杠杆,0,3,2,6
内幕交易行为,1,1,1,1
期末年金,1,1,1,1
标的资产支付收益,1,1,1,1
CAPM,0,0,0,0
合规管理部门,1,1,1,1
劳动生产力,0,0,0,0
国务院证券监督管理机构,0,0,0,0
独立衍生工具,1,1,1,1
财务杠杆比率,1,1,1,1
保险条款,1,1,1,1
直接金融市场,1,1,1,1
利用未公开信息交易罪,1,1,1,1
即期交易市场,2,2,2,2
本国公司,1,1,1,1
股票账户,0,0,2,2
通货背景,0,0,0,0
投资组合,1,2,5,7
期货投资者,1,1,1,1
商业票据市场,1,1,1,1
技术风险,1,2,1,2
寿险责任准备金,1,1,1,1
基金上市交易公告书,1,1,1,1
爱德勒,1,1,1,1
研究部,1,1,1,1
隐名合伙人,2,2,2,2
对冲保险策略,0,0,0,0
混合型基金,1,1,1,2
政府短期债券市场,1,1,1,1
定投基金,1,1,1,1
沃伦•巴菲特,1,1,1,1
外汇期货期权,0,0,0,0
老年人理财,1,1,1,1
转换权利价值,1,1,1,1
莫迪利亚尼米勒定理,0,0,0,0
人力资本,1,1,1,1
福利,2,3,2,3
男女着装,1,1,1,1
名义价格,0,0,0,0
需求收入弹性,1,1,1,1
增长型行业,1,1,1,1
长期投资,1,1,1,1
有形金融市场,2,2,2,2
公共设施费用,0,0,0,0
股票基金,2,2,3,4
大户报告制度,1,1,2,2
4PS理论,1,1,1,1
熊市套利,2,2,2,2
信托类产品,1,1,1,1
市场失灵,1,1,1,1
美元标价法,1,1,1,1
基金估值核算机构,0,0,0,0
赋税,0,0,0,1
资本赢利模式,1,1,1,1
投资者教育,1,2,1,2
固定利率债券,0,0,0,0
证券监督管理机构,0,0,0,0
会计系统控制,1,1,1,1
平均回报指标,1,1,1,1
权衡交易量法,2,2,2,2
期货公司,2,2,2,2
我国金融市场,1,3,1,3
四四三三法则,0,0,0,2
资本资产定价模型,1,1,1,1
金字塔申购法,1,1,1,1
民事代理制度,1,1,1,1
可撤销的合同,1,1,1,1
指数,0,4,34,46
保险专业代理机构,1,1,1,1
金银价值变动,0,0,0,0
交易部,1,1,1,1
不正当披露,1,1,1,1
企业成本曲线分析,1,1,1,1
家庭财务状况,1,1,1,1
完全竞争市场,1,1,2,2
现金流贴现评估法,1,1,1,1
马太效应,1,1,1,2
长期护理保险,1,1,1,1
动态风险,1,1,1,1
股指期货套期保值,1,1,1,1
股疯,0,0,0,0
重商主义原理,0,0,0,0
财务比率分析,0,0,0,0
收入效应,1,1,1,1
产业链分析,1,1,1,1
福利经济学,1,1,1,1
时间加权平均价格算法,0,1,0,1
基金组合,1,1,7,9
格雷厄姆,1,1,1,1
白领阶层,1,1,1,1
伞形基金,1,1,1,1
证券投资顾问业务,0,0,0,0
证券业,1,2,2,4
财富再分配,2,2,2,2
期货交易商,2,2,2,2
控制型风险管理技术,1,1,1,1
期望收益率,0,0,0,0
年金,1,2,4,5
结构性理财产品,1,1,1,1
工业教育发展,2,2,2,2
可变成本,1,1,2,2
定期评估频率,0,0,0,0
白领精英型基金组合,1,1,1,1
平衡型基金,2,2,3,4
财务安全,1,1,1,1
巴塞尔银行,1,1,1,1
牛市,2,4,2,6
汇兑,0,0,0,0
套期保值业务,1,1,1,1
最低普通利润率,0,0,0,0
定投投资,1,1,1,1
期限套利,1,1,1,1
《传道书》,0,0,0,0
女性投资人,1,1,1,1
一行三会,0,0,0,1
持仓限额,1,2,1,2
金融衍生品市场,1,1,1,1
风险,1,32,56,110
基金资产总值,1,1,1,1
利率衍生工具,0,0,0,0
金融,1,23,1,53
股指期货期权,1,1,2,2
偏债型基金,1,1,1,1
公司法人财产权,1,1,1,1
交易所交易基金,1,1,1,1
财务分析,0,0,0,0
其他投资策略型的基金,1,1,1,1
牛市套利,2,2,2,2
全球存托凭证,0,0,0,0
复合头寸交易,2,2,2,2
会计报告书,1,1,1,1
股东会职权,1,1,1,1
理赔,0,0,1,1
杜邦分析,1,1,1,1
欧洲农业,0,0,0,0
保证,1,7,5,18
季凯帆,1,1,1,1
记账式债券,1,1,1,1
无期限合约TM,2,2,2,2
罗伯特•鲁宾,1,1,1,1
金融工具设计,1,1,1,1
营业,2,2,2,3
终值,1,1,1,1
资产管理,1,1,1,4
准备金,0,0,6,6
金融期货合约,1,1,1,1
有限合伙人,1,1,1,1
套期保值,1,5,7,12
期货价差套利,1,1,1,1
股票,1,15,10,39
直接融资市场,1,1,1,1
罗杰斯,1,1,2,2
理财专家,1,1,1,1
基金代理销售机构,0,0,0,0
机动车辆保险,1,1,1,1
财险,0,0,0,0
保本基金,2,2,2,2
个人投资者,2,2,2,2
“再平衡”冲击,0,0,0,0
劳动需求,1,1,1,2
万能保险,2,2,2,2
买进看涨期权,1,1,1,1
股权类期货,1,1,1,1
现券,0,1,0,1
国债期货理论价格,1,1,1,1
社会流动资本,0,0,0,0
支付能力原则,1,1,1,1
马斯洛的需求分析层次莅临,1,1,1,1
完全的市场,2,2,2,2
一般性股权安排,1,1,1,1
本国产业,0,0,0,0
保险代位原则,1,1,1,1
国内市场独占,0,0,0,0
管理层收购,0,0,0,0
短期成本,1,1,1,1
销售费用,1,1,1,2
“马太效应”,1,1,1,1
贵金属,1,4,1,4
股权资本自由现金流贴现模型,0,0,0,0
基金管理公司,2,2,3,4
掉期全价,0,0,0,0
场内交易,1,1,1,1
入门资格考试合格标准,0,0,0,0
名义利率,1,1,1,1
边际收益,1,1,1,1
战争国债,1,1,1,1
出入市,1,1,1,1
债券基金,2,2,2,2
财产,0,4,1,23
公开募集基金,0,0,1,1
信托制,1,1,1,1
投资家,0,0,0,0
房租税,0,0,0,0
资产收益相关性,0,0,0,0
不完全竞争市场,1,1,1,1
康多塞悖论,1,1,1,1
家庭财产保险,1,1,2,2
James Bryan Conant,1,1,1,1
公司财产,1,1,1,1
黄金投资,0,0,0,0
不动产投资,1,1,1,1
资金管理,2,2,2,2
阿尔法系数,0,1,0,1
房地产投资信托基金,0,0,0,0
资本利润率,0,0,0,0
对冲基金,2,2,2,2
非系统风险,1,1,1,1
现金流时间加权收益率,0,0,0,0
保险公司次级债务,1,1,1,1
FOF投资,1,1,1,1
单身一族,1,1,1,1
边际产量值,1,1,1,1
证券包销,2,2,2,2
证券投资基金账户,1,1,1,1
可转换债,1,2,1,2
间接融资市场,1,1,1,1
操纵证券市场行为,0,0,0,0
承销团,1,1,1,1
存款,0,2,2,4
股东,0,3,2,5
菲波纳奇,2,9,2,9
一般从业资格考试,1,1,1,1
投资策略,1,1,2,3
收益,0,3,9,25
静态均衡理论,2,2,2,2
票据,0,0,0,1
另类投资基金管理人指令,0,0,0,1
行业轮动策略,0,0,0,0
理财师,1,1,1,2
证券市场,3,8,3,8
买壳上市,1,1,1,1
宏观经济指标,0,0,0,0
相对强度,0,0,0,1
贴现率,1,1,1,1
封闭式基金,3,4,3,6
反托拉斯法,1,1,1,1
财务报表分析,1,1,1,1
溢价,0,0,0,0
证券经纪人,0,0,0,0
业务决策机构,0,0,0,0
有效规模,1,1,1,1
货币价值尺度,0,0,0,0
生产者剩余,1,1,1,1
保险销售,1,2,1,2
制造业,0,0,0,0
信用衍生工具,0,0,0,0
成长类基金,1,1,1,1
都市发展,0,0,0,0
嵌入式衍生工具,1,1,1,1
客户资产托管,1,1,1,1
招募说明书,1,1,1,1
ETF,1,3,1,3
平均成本投资法,1,1,1,1
交易者,1,1,2,2
UCIUTS基金,1,1,1,1
保险准备金,1,1,1,1
碳排放权交易,0,0,0,0
股本,0,0,1,1
债券估值方法,0,0,0,0
无风险资产收益率,0,0,0,0
专用证券账户,1,1,1,1
股价,1,2,1,3
国债,1,6,9,16
会员分级结算制度,1,1,1,1
金融工具,1,2,1,3
资本利润,0,0,0,0
债券期限,1,1,1,2
上海证券交易所,0,0,0,0
戴维斯家族,0,0,0,0
可转换债券,1,1,1,1
行业投资时钟,0,0,0,0
国内股票基金,0,0,0,0
私人和公家收入,0,0,0,0
普通型人寿保险,1,1,1,1
金融风险,1,2,1,2
中国银行业监督管理委员会,2,2,2,2
生命周期理论,1,1,1,1
资财借贷,0,0,0,0
弱有效性市场,1,1,1,1
艾略特波浪理论,2,3,2,3
突发事件,0,0,0,0
证券活动,0,0,0,0
特种国债,1,1,1,1
政府的三把手,0,0,0,0
次贷危机,0,0,0,0
投资规划,1,1,2,2
法人,1,1,1,2
计算机撮合成交方式,1,1,1,1
基本风险,1,1,1,1
土地生产物,0,0,0,0
二板市场,1,1,1,1
基金历史业绩,1,1,1,1
彼得林奇,0,0,0,0
客户征信调查,0,0,0,0
流动负债,0,0,0,0
对外贸易,0,0,0,0
股利贴现模型,1,1,1,1
国际贸易,1,1,1,1
金融现货市场,1,1,1,1
大宗商品,1,2,1,2
契约型基金,2,3,2,3
生命周期,1,2,4,5
利息率,3,3,3,3
共同保险,1,1,1,1
量化投资,1,1,1,1
间接标价法,1,1,1,1
显性成本,1,1,1,1
股票上市,0,0,0,0
分级基金,1,4,1,4
基金管理人从业人员,0,0,0,0
法定利息率,0,0,0,0
美国政府财政,1,1,1,1
行业自律规则,0,0,0,0
主动型基金,1,1,1,1
殖民地土地,0,0,0,0
柜台交易市场,1,1,1,1
无赔款优待,1,1,1,1
经纪人,0,1,2,3
销售机构,1,1,2,3
基金投资者,1,1,1,1
贫困率,1,1,1,1
道·琼斯指数,1,1,1,1
刘易斯拐点,0,0,0,0
可保风险,1,1,1,1
银行个人理财业务,1,1,1,1
股市基本分析人士,1,1,1,1
利润最大化下企业供给决策,0,0,0,0
平衡类基金,1,1,1,1
年金保险,1,1,1,1
保险兼业代理机构,1,1,1,1
格言警句,0,0,0,0
保证金,1,4,2,7
风险投资家,0,0,0,0
期权合约有效期,1,1,1,1
边际成本,1,1,1,1
保证金制度,1,2,1,2
产品市场大小,1,1,1,1
保险业,1,1,1,2
合伙企业私募基金,1,1,1,1
补偿性工资差别,1,1,1,1
成交量加权平均价格算法,0,0,0,0
金融远期合约,1,1,1,1
地租利润,0,0,0,0
国家繁荣,0,0,0,0
盲人,0,0,0,0
基金管理机构,0,0,0,0
私募股权基金,0,0,1,1
私募股权投资,1,2,1,2
私募股权,1,3,2,5
半强有效市场,0,0,0,0
口头表达能力,1,1,1,1
报酬递减或递增,1,1,1,1
EBIT,0,0,0,0
青年教育,0,0,0,0
费用,0,0,5,6
银行承兑汇票,0,1,0,1
个人外汇管理,1,1,1,1
量化,0,1,0,1
特雷恩,1,1,2,2
政治,0,2,0,2
场外交易,1,2,1,2
基金估值核算,0,0,0,0
标的,0,5,2,7
边际产量递减,1,1,1,1
入市,1,2,2,3
通货膨胀联结债券,0,0,0,0
远期利率,1,2,1,2
货币型基金投资,1,1,1,1
国家资财,0,0,0,0
商品期货交易,2,2,2,2
普通利息率,0,0,0,0
投资者,1,11,11,34
重置成本保险,1,1,1,1
证券投资咨询,1,2,1,2
战术资产配置,0,0,0,0
长期资本流动,1,1,1,1
期货合约,2,2,4,8
某基金经理,0,0,0,0
战术性资产配置,1,1,1,2
盈余,0,0,1,1
个人生命周期,1,1,1,1
劳资双方,0,0,0,0
进出口,0,1,1,2
银行代理保险产品,1,1,1,1
不同发展阶段投资,1,1,1,1
算法交易策略,1,1,1,1
谷物货币价格,0,0,0,0
外汇期货,1,6,1,6
重农主义,0,0,0,0
速动比率,0,0,0,0
风险投资考核值,1,1,1,1
股票指数,1,1,1,1
国债期现套利,1,1,1,1
无形市场,1,1,1,1
认购,0,1,1,2
投资目标,1,1,4,4
谚语,0,0,0,0
股权类产品,0,0,0,0
现货交易,0,0,1,1
未决赔款准备金,1,1,1,1
股债平衡型基金,1,1,1,1
朱利安罗伯逊,0,0,0,0
次级债务,1,1,4,4
人寿保险,1,1,5,7
电话沟通,1,1,1,1
外汇,1,13,1,14
无风险利率,1,1,1,1
循环流量图,1,1,1,1
期权交易,1,1,1,2
中国债券交易市场体系,0,0,0,0
离岸基金,1,1,1,1
货币期权,1,1,1,1
资金,1,6,3,16
信用保险,1,1,3,3
美式期权,1,1,1,1
我国资产管理行业,0,0,0,0
金银条块市价,0,0,0,0
一般工资率,1,1,1,1
黄金交易市场,0,0,0,0
抽样复制型ETF,0,0,0,0
基金客户,1,3,1,3
日线图,3,3,4,4
紧缩性货币政策,0,0,0,0
新股,0,0,0,0
价差,1,1,3,4
人,1,13,33,105
工程保险,1,1,1,1
期货交易所,1,3,4,6
失能收入损失保险,1,1,1,1
基差,1,2,1,2
周期型行业,1,1,1,1
LOF份额,2,2,2,3
彼得•林奇,1,2,1,3
股票价格指数,1,1,3,3
工业,2,4,2,6
殖民地,0,0,0,0
入市点,1,1,1,1
价值类基金,1,1,1,1
道路税,0,0,0,0
长期均衡价格,1,1,1,1
大工厂生产物,0,0,0,0
互换合约,1,1,1,1
权益,0,2,3,5
铸币,0,0,0,0
沪股通,1,1,1,1
利率上限期权,1,1,1,1
证券业从业资格考试测试,1,1,1,1
期权,4,12,33,44
保证保险,1,1,4,5
三色原则,1,1,1,1
债务,0,1,4,6
累退税,1,1,1,1
违反代销金融产品,0,0,0,0
背信运用受托财产罪,1,1,1,1
更换基金投资法,1,1,1,1
心理学,1,1,2,2
泰德利差,0,0,0,0
财富,1,8,1,10
信托公司,0,0,0,0
投资政策说明书,0,0,0,0
伯顿•麦基尔,1,1,1,1
基金分类,0,0,0,0
凭证式国债,1,1,1,1
牛顿惯性定律,2,2,2,2
保险合同,1,3,1,3
完全互补品,1,1,1,1
利息倍数,0,0,0,0
护理保险,1,1,2,2
风险资产,0,0,1,1
资本加权平均成本,1,2,1,2
商品市价,0,0,0,0
经济预测,2,2,2,2
诱骗投资者买卖证券、期货合约,0,1,0,1
成长及收入类基金,1,1,1,1
公共物品,1,1,1,1
供求,1,5,1,5
外部性内在化,1,1,1,1
合并募集,0,0,0,0
权证,1,1,8,8
保险兼业代理人,1,1,1,1
王群航,1,1,1,1
净现金流,0,0,0,0
原保险,1,1,1,1
基金销售人员,1,1,1,1
证券,0,53,0,72
理性人,1,1,1,1
公司制私募股权投资基金,0,0,0,0
农村保险,1,1,1,1
疾病保险,1,1,2,2
经济周期,2,2,2,2
券商柜台市场,1,1,1,1
基金管理人,2,3,2,4
自由贸易,1,1,1,1
基金业协会,0,0,0,0
涨跌版,1,1,1,1
房地产市场,1,1,1,1
基金注册登记机构,1,1,1,1
标准债券型基金,1,1,1,1
禁止操纵市场,1,1,1,1
基金业,0,3,0,3
卖出看跌期权,1,1,1,1
汇率升贴水,1,1,1,1
震荡市,1,2,1,2
时间管理,1,1,1,1
开放式产品,1,1,1,1
4Ps,1,1,1,2
质押债券,1,1,1,1
基金托管协议,2,2,2,2
经营货币,0,0,0,0
股票投资,0,0,0,0
基金投资人,1,1,1,1
基金管理行业,2,2,2,2
老年投资者,1,1,1,1
道德风险因素,1,1,1,1
证券市场线,1,1,1,1
企业家,1,1,2,3
通胀,0,1,0,1
需求,2,11,5,24
投资协议,1,1,1,1
生产,1,13,1,15
婚姻法,1,1,1,1
分散化组合投资,1,1,1,1
邓尼根的突刺技术,1,1,1,1
资产收益率,0,0,0,0
沪港通,1,1,1,1
股权投资市场,2,2,2,2
税率,0,0,2,2
银行代理国债,1,1,1,1
保险承保,1,1,1,1
查理芒格,0,0,0,0
“积分法”,1,1,1,1
附息式国债,1,1,1,1
客户信用账户,0,0,0,0
随即行走理论,2,2,2,3
短期移动平均线,2,2,2,2
基金业绩评价,1,1,1,1
银行间市场清算所股份有限公司,1,1,1,1
创业板,1,1,1,1
传统商业银行,0,0,0,0
中国保监会,1,1,1,1
外汇期货投机交易,1,1,1,1
保险人,1,5,2,6
最大满足,0,0,0,2
证券投资顾问服务,0,0,0,0
一般金融投资,1,1,1,1
简易人寿保险,1,2,1,2
非法集资类犯罪,0,0,0,0
投资风险,2,2,3,3
乘数,0,0,1,1
单边合约,0,0,0,0
马尔基尔,1,1,1,1
权证的行权,0,0,0,0
搭便车者,1,1,1,1
现金流,1,3,1,6
套利,2,3,21,23
期货行情图,1,1,1,1
付息,0,0,0,0
保全保单服务,1,1,1,1
投资部,1,1,1,1
国内股票价格指数,1,1,1,1
场内市场,1,1,1,1
杠杆支点,2,2,2,2
规模经济,1,1,1,1
经济学,2,7,7,18
市场行为,2,2,2,2
交易,2,35,38,113
虚值期权,2,2,2,2
价值型股票基金,0,0,0,0
证券投资顾问,1,1,1,1
银行代理信托产品,1,1,1,1
新殖民地,0,0,0,0
机动车商业第三者责任保险,1,1,1,1
融资,0,2,3,9
中国银监会,1,1,1,1
供给价格表,2,2,2,2
基金投资,1,3,4,8
估值,1,1,4,4
其他交割条款,1,1,1,1
风险容忍度,0,0,0,0
技术分析师,2,2,2,2
产业附属投资公司,1,1,1,1
切点投资组合,0,0,0,0
互补品,1,1,2,2
买断式回购,0,0,0,0
需求价格弹性,1,3,1,3
方向性运动指数,2,2,2,2
基金分拆,1,1,1,1
约定式购回,0,0,0,0
财务,0,8,0,12
资产,0,9,5,28
基金投资顾问,0,0,0,0
着装,1,2,3,4
真实价格,0,0,0,0
常备军与民兵,0,0,0,0
融资融券交易,1,1,1,1
基金中的基金,1,1,1,1
到期收益率,0,0,0,0
跌市基金,1,1,1,1
欧盟金融市场,1,1,1,1
基金资产净值,1,1,1,1
中国证监会,1,1,1,2
R平方值,1,1,1,1
偏离度公告,1,1,1,1
减少贫困,1,1,1,1
成本平均法,1,1,1,1
吉姆•罗杰斯,1,1,1,1
银行理财产品,1,1,1,1
银行代理保险,1,2,1,2
利润表,1,1,1,1
菲波纳奇百分比回撤,2,2,2,2
交叉套期保值,1,1,1,1
均衡工资,1,1,1,1
计算机自动交易系统,2,2,2,2
分公司,1,1,1,1
跨期套利,1,1,2,2
期货经纪合同书,0,0,0,1
远期合同交易,1,1,1,1
进口,0,1,0,1
会计,0,3,1,9
黄金T+D产品,1,1,1,1
收购,0,0,0,0
平均可变成本,1,1,1,1
私人物品,1,1,1,1
詹森α,0,0,0,0
纸黄金,2,2,2,2
菲利普·凯睿,0,0,0,0
保险代理,1,6,1,6
特定营业利润税,0,0,0,0
短期利率期货,0,0,0,1
财产损失保险,1,1,1,1
贴现式国债,1,1,1,1
外汇期现套利,1,1,1,1
基金职业道德,1,1,1,1
货币衍生工具,0,0,0,0
贫困线,1,1,1,1
免疫策略,0,0,0,0
资产规模,1,1,1,1
孙延群,1,1,1,1
非上市公司,1,1,1,1
下层阶级,0,0,0,0
大卫•巴赫,1,1,1,1
人民币特种股票账户,1,1,1,1
谨慎投资,1,1,1,1
基金销售机构,1,2,1,2
年地基价值,2,2,2,2
买入套期保值,1,1,1,1
基金财产,0,0,0,0
地租生产物,0,0,0,0
朱格拉周期,0,0,0,0
竞价,1,3,3,6
UCITS六号指令,1,1,1,1
基金销售业务,1,1,1,1
跨市套利,1,1,1,1
基金客户服务,1,1,1,1
机器,0,0,0,0
